Incident_Month,Incident.year,Victim.injury,State,Location,Latitude,Longitude,Site.category,Shark.common.name,Shark.length.m,Provoked/unprovoked,Victim.activity,Direction.first.strike,Injury.location,Victim.gender,Victim.age,
Mar,2015,injured,NSW,"lord howe island, ned's beach",-31.51666667,159.05,estuary/harbour,galapagos shark,1.3,provoked,swimming,,leg,female,43,
Apr,2015,injured,NSW,"lord howe island, ned's beach",-31.51666667,159.05,coastal,galapagos shark,1.5,provoked,swimming,,leg,male,8,
Apr,2015,injured,NSW,"mackenzies beach, bateman's bay",-35.8,150.2166667,coastal,wobbegong,,provoked,boarding,,foot,male,,
Apr,2015,injured,SA,fishery bay nr port lincoln,-34.86666667,135.7666667,coastal,white shark,6,unprovoked,boarding,,leg,male,26,
May,2015,injured,NSW,"saltwater point, nr taree",-32.01666667,152.5333333,coastal,white shark,,unprovoked,boarding,,"arm, hand",male,46,
Jun,2015,injured,WA,"ocean beach, demark",-35.01666667,117.3333333,coastal,white shark,,unprovoked,boarding,,"head, hand",female,37,
Jun,2015,injured,WA,"rottnest island, natural jetty",-31.98333333,115.5333333,island open ocean,wobbegong,1,provoked,swimming,,arm,male,19,
Jun,2015,uninjured,NSW,"byron bay, belongi beach",-28.63333333,153.6,coastal,white shark,3,unprovoked,boarding,behind,other: uninjured,male,71,
Jun,2015,injured,NSW,"mill point, south durras",-35.65,150.2833333,coastal,tiger shark,3,provoked,spearfishing,,foot,male,21,
Jul,2015,uninjured,QLD,burleigh heads,-28.1,153.465,coastal,white shark,2,unprovoked,boarding,behind,other: uninjured,male,,
Jul,2015,fatal,TAS,maria island,-42.63333333,147.9833333,coastal,white shark,4.3,provoked,diving,,"torso, pelvic region",male,47,
Jul,2015,uninjured,TAS,maria island,-42.63333333,147.9833333,estuary/harbour,white shark,4.3,provoked,diving,,other: uninjured,male,,
Jul,2015,injured,NSW,"evans head, main beach",-29.1,153.4333333,coastal,white shark,3,unprovoked,boarding,left,"leg, hand",male,51,
Jul,2015,uninjured,NSW,lennox head,-28.78333333,153.5833333,coastal,white shark,,unprovoked,boarding,,other: uninjured,male,51,
Jul,2015,injured,NSW,"yamba, flat rock, pippi beach",-29.43333333,153.3666667,coastal,white shark,,unprovoked,boarding,,"arm, hand",male,,
Jul,2015,injured,VIC,tyrendarra beach,-38.25,141.7833333,coastal,white shark,1.8,unprovoked,boarding,behind,"arm, hand",male,40,
Jul,2015,injured,NSW,"ballina, lighthouse beach",-28.86666667,153.5833333,coastal,white shark,3.5,unprovoked,boarding,,leg,male,32,
Aug,2015,injured,NSW,"port macquarie, lighthouse beach",-31.46666667,152.9166667,coastal,white shark,2.7,unprovoked,boarding,below,thigh,male,38,
Aug,2015,uninjured,QLD,"davies reef, off townsville",-18.83333333,147.6333333,island open ocean,tiger shark,,unprovoked,boarding,behind,other: uninjured,female,,
Sep,2015,injured,NSW,"north shelly beach, gosford",-33.05,152.5333333,coastal,unknown,2,unprovoked,boarding,below,"arm, hand",male,42,
Sep,2015,injured,NSW,black head beach,-32.06666667,152.5333333,coastal,white shark,2.5,unprovoked,boarding,,foot,male,65,
Sep,2015,injured,QLD,"russell island, frankland islands, gbr",-17.21666667,146.0833333,island open ocean,,0.9,unprovoked,snorkelling,,leg,female,7,
Oct,2015,injured,WA,"cheynes beach, albany, wa",-34.88003124,118.404958,coastal,white shark,,provoked,spearfishing,right,"arm, torso, hand, shoulder ",male,50,
Oct,2015,injured,WA,"pyramids beach, mandurah",-32.6,115.6166667,coastal,grey nurse shark,,unprovoked,boarding,,foot,male,18,
Nov,2015,injured,NSW,"ballina, north wall",-28.86666667,153.5833333,coastal,bull shark,3,unprovoked,boarding,,thigh,male,,
Jan,2016,injured,QLD,caloundra,-26.8,153.1333333,coastal,wobbegong,1.2,provoked,boarding,,foot,male,,
Jan,2016,injured,QLD,heron island,-23.43333333,151.9,island open ocean,blacktip reef shark,,unprovoked,swimming,,calf,male,11,
Jan,2016,injured,QLD,"miall island, yeppoon",-23.15,150.9,coastal,tiger shark,3,provoked,spearfishing,,"arm, leg",male,31,
Feb,2016,uninjured,NSW,hams beach (part of caves beach),-34,151.65,island open ocean,white shark,2.6,unprovoked,boarding,,other: uninjured,male,,
Feb,2016,injured,NSW,barrenjoey,-23.56666667,151.3166667,coastal,wobbegong,,provoked,spearfishing,,arm,male,,
Feb,2016,uninjured,TAS,"nettley bay, marrawah",-40.91666667,144.6166667,coastal,white shark,,unprovoked,boarding,below,other: uninjured,male,,
Mar,2016,uninjured,NSW,cresent head,-31.18333333,152.9666667,coastal,white shark,,unprovoked,boarding,,,male,,
Mar,2016,injured,SA,wrights bay beach,-37.03333333,139.7333333,coastal,bronze whaler shark,,provoked,fishing,behind,,male,,
Mar,2016,uninjured,NSW,"cronulla beach, sydney",-34.03333333,151.15,coastal,white shark,,unprovoked,boarding,below,other: uninjured,male,,
Mar,2016,injured,NSW,"bombo beach, kiama",-34.65,150.85,coastal,white shark,,unprovoked,boarding,,leg,male,22,
Apr,2016,injured,NSW,"main beach, byron bay",-28.63333333,153.6,coastal,wobbegong,0.8,provoked,swimming,,foot,male,12,
May,2016,fatal,WA,"gearies beach, mandurah",-32.58333333,115.6333333,coastal,white shark,,unprovoked,boarding,,leg,male,29,
May,2016,uninjured,NSW,kingscliff ,-28.25276667,153.5921833,coastal,bronze whaler shark,2.5,provoked,spearfishing,,other: uninjured,male,,
Jun,2016,fatal,WA,"one mile reef, mindarie",-31.66666667,115.6666667,ocean/pelagic,white shark,5,unprovoked,diving,,,female,60,
Jun,2016,injured,WA,coral bay coast,-23.02411667,113.1294,ocean/pelagic,grey reef shark,1.8,provoked,spearfishing,,,male,19,
Jun,2016,uninjured,NSW,minnamurra,-34.6215,150.8568,coastal,,,unprovoked,boarding,below,other: uninjured,male,,
Jun,2016,uninjured,NSW,kingscliff,-28.2646,153.5777,coastal,bronze whaler shark,,provoked,spearfishing,,other: uninjured,male,23,
Jul,2016,uninjured,NSW,"big rocky, port stephens",-32.717,152.1049,coastal,,,provoked,spearfishing,,other: uninjured,male,,
Jul,2016,uninjured,NSW,"sharpes beach, ballina",-28.8377,153.6044,coastal,white shark,3,unprovoked,boarding,,other: uninjured,male,18,
Jul,2016,uninjured,NSW,cauarina beach,-28.3037,153.5742,coastal,white shark,3,unprovoked,boarding,,other: uninjured,male,,
Sep,2016,uninjured,VIC,"bells beach, winkipop reef",-38.06115,144.04745,coastal,white shark,,unprovoked,boarding,,,male,,
Sep,2016,injured,NSW,"lighthouse beach, ballina",-28.86666667,153.5833333,coastal,white shark,3.5,unprovoked,boarding,,leg,male,,
Sep,2016,uninjured,WA,"injidup beach, yallingup",-33.11656667,114.1649,coastal,white shark,,unprovoked,boarding,below,other: uninjured,male,,
Oct,2016,injured,QLD,"kings beach, sunshine coast",-27.335,153.235,coastal,white shark,4,unprovoked,boarding,,"leg, torso",male,,
Oct,2016,injured,NSW,"sharpes beach, ballina",-28.83333333,153.6,coastal,white shark,3.5,unprovoked,boarding,,leg,male,20,
Oct,2016,injured,NSW,"tallows beach, byron bay",-33.08945,151.0587667,coastal,white shark,2.9,unprovoked,boarding,,leg,male,36,
Oct,2016,injured,QLD,"whitehaven beach, whitsunday island",-20.23333333,148.95,coastal,lemon shark,1,provoked,swimming,,arm,male,10,
Dec,2016,injured,NSW,"the ruin, booti booti national park",-32.30595,152.52275,coastal,white shark,4,unprovoked,boarding,,"arm, foot",male,65,
Dec,2016,uninjured,QLD,lockhart river,-12.45183333,143.3444167,river,bull shark,,provoked,spearfishing,below,other: uninjured,male,35,
Dec,2016,injured,WA,"bundegi sanctuary zone, exmouth",-21.15741667,114.0218833,coastal,whaler shark,,unprovoked,snorkelling,,"torso, pelvic region",female,,
Dec,2016,injured,WA,trigg beach,-31.14531667,115.1265,coastal,,,unprovoked,snorkelling,,foot,male,61,
Jan,2017,injured,QLD,"murry island, torres strait, (80km east)",-9.863916667,144.7908167,island open ocean,whaler shark,4,unprovoked,snorkelling,,"hand, arm, torso",male,55,
Jan,2017,injured,NSW,merrimbula main beach,-36.88666667,149.9131833,estuary/harbour,wobbegong,,provoked,swimming,,foot,male,19,
Jan,2017,injured,QLD,flaggy rock,-21.96676667,149.4843833,coastal,,,unprovoked,swimming,,hand,male,57,
Jan,2017,uninjured,QLD,northern tip of cape york (unknown location),-10.65406667,142.5072333,coastal,whaler shark,2.8,provoked,spearfishing,below,other: uninjured,male,,
Feb,2017,uninjured,WA,"falcon bay, mandurah",-32.567,115.65,coastal,,,unprovoked,boarding,,,male,,
Feb,2017,injured,QLD,hinchinbrook island,-18.24948333,146.1839333,island open ocean,tiger shark,,unprovoked,snorkelling,,leg,male,25,
Feb,2017,injured,WA,mauds point coral bay,-23.2411667,113.1294,coastal,bull shark,,unprovoked,snorkelling,,hand,female,,
Mar,2017,injured,NSW,"the farm, killalea state park",-34.60465,150.8677833,coastal,,,unprovoked,boarding,behind,"torso, pelvic region",male,30,
Apr,2017,uninjured,QLD,moreton bay off redcliff,-27.05206667,153.05745,coastal,,,unprovoked,unmotorised boating,below,other: uninjured,male,,
Apr,2017,injured,NSW,"one mile beach, port stephens",-32.7667,152.1127,coastal,grey nurse shark,,provoked,boarding,behind,left foot,male,46,
Apr,2017,fatal,WA,"the kelp beds, wylie bay, esperance",-33.83250092,121.9968696,coastal,white shark,,unprovoked,boarding,,leg,female,17,
Jun,2017,uninjured,NSW,avoca beach,-33.0775,151.0725,coastal,white shark,2.5,unprovoked,boarding,behind,other: uninjured,male,,
Jun,2017,uninjured,WA,"casuarina point, bunbury",-33.3146,115.635,coastal,white shark,4,unprovoked,boarding,,,,,
Aug,2017,injured,VIC,"cathedral point, lorne",-38.5367,143.9715,coastal,white shark,3,unprovoked,boarding,,pelvic region,male,,
Sep,2017,injured,NSW,main beach illuka,-29.59387,153.3322,coastal,white shark,,unprovoked,boarding,,,,,
Sep,2017,uninjured,WA,"north point beach, gracetown",-33.8585,114.9843,coastal,white shark,3.5,unprovoked,boarding,,,female,,
Sep,2017,injured,WA,"sams creek, karratha",-20.61367,117.1863,estuary/harbour,whaler shark,1,unprovoked,swimming,,leg,male,,
Oct,2017,uninjured,SA,"lady bay, normanville, adelaide",-35.448,138.318,coastal,white shark,4,unprovoked,unmotorised boating,,,female,,
Oct,2017,injured,NSW,"birubi beach, port stephens",-32.798333,152.079167,coastal,wobbegong,,provoked,boarding,,foot,male,31,
Nov,2017,injured,NSW,avoca beach,-33.465,151.435,coastal,white shark,2.6,unprovoked,boarding,,arm,male,25,
Dec,2017,uninjured,NSW,"birubi, port stephens",-32.7876,152.08002,coastal,grey nurse shark,1.2,unprovoked,boarding,,,male,,
Jan,2018,injured,WA,"cone bay, kimberley",-16.4683,123.5353,other: fish farm,bull shark,,provoked,swimming,,,male,,
Jan,2018,injured,NSW,"five islands, wollongong",-34.425072,150.893143,island open ocean,white shark,3.5,unprovoked,snorkelling,behind,,female,28,
Jan,2018,injured,WA,gracetown,-33.8416,115.0221,coastal,wobbegong,,unprovoked,boarding,below,foot,male,,
Jan,2018,injured,QLD,lizard island,-14.668,145.4638,island open ocean,grey reef shark,2,provoked,snorkelling,,,male,,
Feb,2018,uninjured,WA,"avalon point, mandurah",-32.5361,115.7424,coastal,whaler shark,,provoked,spearfishing,,,male,14,
Feb,2018,injured,NSW,"kiama surf beach, kiama",-34.67,150.84,coastal,whaler shark,2,unprovoked,other: standing in water,behind,"leg, foot",male,35,
Feb,2018,injured,WA,"mullaoo beach, joondalup",-31.7789,115.7326,coastal,wobbegong,0.4,unprovoked,swimming,,calf,female,17,
Feb,2018,injured,WA,"rocky point, eagle bay",-33.5638,115.0629,coastal,wobbegong,,provoked,snorkelling,,leg,male,,
Feb,2018,injured,NSW,"congwong beach, botany bay",-33.993,151.1753,coastal,white shark,3,unprovoked,swimming,,leg,female,55,
Mar,2018,uninjured,WA,hamelin bay,-34.2256,115.0609,coastal,tiger shark,2,provoked,snorkelling,,other: uninjured,male,,
Mar,2018,injured,VIC,"winkipop, bell's beach",-38.37,144.28,coastal,bronze whaler shark,2,unprovoked,boarding,,foot,male,18,
Apr,2018,injured,WA,"lefthanders, gracetown",-33.8416,115.0221,coastal,white shark,3,unprovoked,boarding,,thigh,male,41,
Apr,2018,injured,WA,"cobblestones beach, gracetown",-33.8416,115.0221,coastal,white shark,4,unprovoked,boarding,,calf,male,37,
Apr,2018,uninjured,WA,"main break, prevelly",-33.9825,114.9922,coastal,white shark,3,unprovoked,boarding,below,other: uninjured,male,60,
May,2018,uninjured,WA,"lefthanders, gracetown",-33.8416,115.0221,coastal,white shark,4,unprovoked,boarding,below,other: uninjured,female,,
Jun,2018,injured,NSW,"arrawarra beach, coffs harbour",-30.296,153.11,coastal,wobbegong,,unprovoked,boarding,,"calf, foot",male,19,
Jun,2018,uninjured,NSW,"flat rock, ballina",-28.84,153.601,coastal,white shark,,unprovoked,boarding,,other: uninjured,male,37,
Sep,2018,injured,QLD,"cid harbour, whitsundays",-20.25,148.9333,coastal,tiger shark,,unprovoked,swimming,,,female,,
Sep,2018,injured,QLD,"cid harbour, whitsundays",-20.25,148.9333,coastal,tiger shark,,unprovoked,swimming,,,female,,
Sep,2018,injured,NT,"groote eylandt, arnhem land (east)",-13.97,136.5933,island open ocean,bull shark,,unprovoked,,,,male,17,
Oct,2018,injured,NSW,"samurai beach, nsw",-32.7667,152.0833,coastal,wobbegong,,provoked,swimming,,,male,,
Nov,2018,fatal,QLD,"cid harbour, whitsundays",-20.25,148.9333,coastal,,,unprovoked,boarding,,"leg, arm",male,,
Nov,2018,injured,NSW,"south steyne, manly",-33.37,151.4859,coastal,wobbegong,,unprovoked,boarding,below,foot,male,28,
Nov,2018,injured,NSW,"shelly beach, ballina",-28.8632,153.5944,coastal,white shark,2.6,unprovoked,boarding,below,thigh,male,43,
Nov,2018,uninjured,QLD,"moffat beach, sunshine coast",-26.791,153.139,coastal,tiger shark,,unprovoked,,,,,,
Nov,2018,injured,NSW,"seven mile beach, nowra",-34.830278,150.7561,coastal,wobbegong,,unprovoked,boarding,,"leg, hand",male,24,
Nov,2018,injured,NT,nhulunbuy,-12.1825,136.7819,coastal,whaler shark,,provoked,spearfishing,,"arm, leg",male,17,
Nov,2018,injured,WA,"pyramids beach, mandurah",-32.6036,115.6304,coastal,grey nurse shark,,unprovoked,boarding,behind,foot,male,20,
Dec,2018,injured,NSW,"the bar, nambucca river entrance",-30.643181,153.008839,estuary/harbour,,,unprovoked,,,,,,
Dec,2018,injured,NSW,"the entrance, gosford",-33.425018,151.342224,coastal,wobbegong,1,provoked,swimming,below,left foot,male,68,
Jan,2019,injured,WA,north cottesloe,-31.989,115.7526,coastal,wobbegong,,unprovoked,swimming,,foot,female,15,
Feb,2019,uninjured,WA,,-33.6702  ,114.9951,coastal,white shark,,provoked,spearfishing,,,male,27,
Feb,2019,uninjured,NSW,,-30.452,152.8979,estuary/harbour,,,unprovoked,boarding,,,male,50,
Feb,2019,injured,NT,umbakumba - 12 km out to sea,-13.8611,136.8116,ocean/pelagic,whitetip reef shark,,provoked,,,,,,
Feb,2019,injured,NSW,"belongil beach, byron bay",-28.6337,153.6003,coastal,white shark,,unprovoked,boarding,,leg,male,41,
Mar,2019,injured,QLD,"block reef, whitsundays",-18.156,147.48,island open ocean,grey reef shark,,unprovoked,snorkelling,,"thigh, pelvic region",male,25,
Apr,2019,injured,NSW,tomaree,-32.7501,152.1459,coastal,grey nurse shark,,provoked,spearfishing,,arm,male,18,
May,2019,injured,QLD,yandaran,-24.7293,152.101,coastal,,,unprovoked,swimming,,"calf, foot",male,53,
Jun,2019,uninjured,TAS,,-43.6523,146.277,island open ocean,white shark,,provoked,diving,,,male,,
Jun,2019,injured,NSW,lennox point,-28.7999,153.58,coastal,whaler shark,,unprovoked,,,,,,
Jul,2019,injured,QLD,"cape grenville, far north queensland",-11.9667,143.2333,coastal,tiger shark,,provoked,snorkelling,,leg,female,21,
Jul,2019,injured,NSW,"shelly beach, manly",-33.8005,151.2979,coastal,grey nurse shark,,unprovoked,swimming,,"leg, torso",male,54,
Jul,2019,injured,QLD,"bells creek, sunshine coast",-26.7994,153.0611,coastal,bull shark,1,unprovoked,boarding,,arm,male,43,
Jul,2019,injured,NSW,"wooyung beach, far north coast", -28.45602 ,153.54457,coastal,bull shark,3,unprovoked,boarding,,"leg, thigh",male,,415438758
Sep,2019,injured,NSW,surf beach kiama,-34.6817,150.8511,coastal,,,unprovoked,,,,,,
Sep,2019,uninjured,WA,"burns beach, perth",-31.7247,115.7249,estuary/harbour,white shark,4.5,provoked,spearfishing,,,male,,
Oct,2019,injured,QLD,"hook passage, whitsundays",-21.957,148.1893,island open ocean,,,,snorkelling,,,male,,
Oct,2019,injured,QLD,"hook passage, whitsundays",-20.3441,148.1893,island open ocean,,,unprovoked,snorkelling,,,male,,
Oct,2019,uninjured,NSW,"lighthouse beach, seal rocks",-32.4436,152.5279,coastal,white shark,2.5,unprovoked,boarding,below,,male,29,
Oct,2019,uninjured,QLD,"woorim, bribie island, queensland",-27.0609,153.2006,coastal,,,,boarding,below,,male,17,
Nov,2019,injured,QLD,"bargara, bundaberg",-24.8312,152.4592,coastal,,,unprovoked,snorkelling,,foot,male,30,
Dec,2019,injured,WA,exmouth boat harbour,-20.3441,114.143,coastal,,,,,,,,,
Dec,2019,injured,NSW,"killalea beach, shellharbour",-34.6038,150.8676,coastal,wobbegong,,unprovoked,boarding,,foot,male,42,
Dec,2019,injured,QLD,north west island,-23.3,151.71,island open ocean,lemon shark,,,swimming,,,male,,
Jan,2020,fatal,WA,"cull island, esperance",-33.9222,121.9032,island open ocean,white shark,,unprovoked,diving,,,,,
Jan,2020,uninjured,NSW,"gallows beach, coffs harbour",-30.3119,153.1427,coastal,bull shark,,unprovoked,boarding,,,,,
Jan,2020,uninjured,WA,"geordie bay, rottnest island",-31.9908,115.5215,island open ocean,white shark,,provoked,snorkelling,,,male,,
Jan,2020,injured,QLD,"north west island, gladstone, qld",-23.2951,151.7079,island open ocean,lemon shark,,unprovoked,swimming,,,,,
Jan,2020,injured,NSW,"windang beach, wollongong, nsw",-34.5343,150.8746,coastal,,,unprovoked,boarding,,foot,male,60,
Feb,2020,injured,QLD,"lizard island, research station",-14.6787,145.4483,island open ocean,lemon shark,,unprovoked,swimming,,"head, torso",female,64,
Apr,2020,injured,NSW,"killick creek, crescent head",-31.19,152.98,estuary/harbour,wobbegong,,unprovoked,swimming,,foot,female,55,
Apr,2020,fatal,QLD,north west island,-23.2951,151.7079,island open ocean,,,unprovoked,swimming,,"arm, leg, torso",male,23,
Apr,2020,uninjured,WA,"steps surf break, lighthouse bay, exmouth",-21.93,114.117778,coastal,bull shark,,unprovoked,boarding,,,male,10,
Apr,2020,uninjured,NSW,"surf beach, kiama",-34.6817,150.8511,coastal,bull shark,,unprovoked,boarding,,,male,21,
May,2020,injured,VIC,bells beach,-38.3669,144.2847,coastal,whaler shark,,unprovoked,boarding,,leg,male,23,
Jun,2020,fatal,NSW,"casuarina beach, kingscliff ",-28.2778,153.5774,coastal,white shark,,unprovoked,boarding,,thigh,male,60,
Jun,2020,injured,WA,"tantabiddi beach, ningaloo",-22.6799,113.698,coastal,,,unprovoked,boarding,,,female,,
Jun,2020,uninjured,NSW,macmasters beach,-33.49762,151.420378,coastal,white shark,3,unprovoked,boarding,,,,,
Jun,2020,uninjured,NSW,"bulli, illawarra",-34.33834,150.91347,coastal,bronze whaler shark,2.5,provoked,spearfishing,,,female,16,
Jun,2020,uninjured,NSW,"bulli, illawarra",-34.33834,150.91347,coastal,bronze whaler shark,2.5,provoked,spearfishing,,,male,13,
Jun,2020,uninjured,NSW,"bulli, illawarra",-34.33834,150.91347,coastal,bronze whaler shark,2.5,provoked,spearfishing,,,male,13,
Jul,2020,injured,WA,bunker bay,-33.5427,115.0392,coastal,white shark,,unprovoked,,,,,,
Jul,2020,injured,QLD,"fitzroy island, cairns",-16.9337,145.9943,island open ocean,whaler shark,,unprovoked,swimming,,"leg, foot",female,29,
Jul,2020,fatal,QLD,"fraser island, sunshine coast",-25.2398,153.1325,coastal,whaler shark,,provoked,snorkelling,,"leg, foot",male,36,
Jul,2020,injured,TAS,"stanley, north west coast",-40.7667,145.3,coastal,white shark,,provoked,fishing,,"arm, torso, head",male,10,
Jul,2020,uninjured,NSW,"terrigal, central coast",-33.44815 ,151.44666,coastal,dusky shark,,unprovoked,swimming,below,,female,55,
Jul,2020,fatal,NSW,"wooli beach, wilsons headland, mid north coast",-29.853,153.2715,coastal,white shark,,unprovoked,boarding,,,male,15,
Aug,2020,injured,NSW,"shelly beach, port macquarie",-31.4333,152.9,coastal,white shark,,unprovoked,boarding,,leg,female,35,
Sep,2020,fatal,QLD,"greenmount beach, gold coast",-28.164,153.5476,coastal,white shark,,unprovoked,,,,,,
Sep,2020,uninjured,NSW,cabarita beach ,-28.33362,153.569698,coastal,white shark,3.5,provoked,boarding,,,male,43,
Sep,2020,uninjured,NSW,"birubi, port stephens",-32.7876 ,152.08002,coastal,whaler shark,2,unprovoked,other: standing in water,behind,leg,male,46,
Sep,2020,injured,NSW,"birubi, port stephens",-32.7876 ,153.08002,coastal,wobbegong,2,unprovoked,boarding,behind,leg,male,,
Oct,2020,injured,NSW,"magic point, maroubra",-33.95,151.267,coastal,white shark,4,unprovoked,diving,below,leg,male,45,
Oct,2020,uninjured,NSW,"queenscliff, north steyne",-33.790172,151.288598,coastal,whaler shark,1,unprovoked,boarding,in front,,male,28,
Oct,2020,injured,QLD,"britomart reef, hinchinbrook island",-18.25,146.666944,island open ocean,bull shark,,provoked,spearfishing,,leg,male,59,
Oct,2020,fatal,WA,"kelps beds, esperance ",-34.8611,121.8919,coastal,white shark,,unprovoked,boarding,,,male,,
Nov,2020,fatal,WA,"cable beach, broome",-17.9319,122.2081,coastal,bull shark,,unprovoked,boarding,,,male,50,
Nov,2020,uninjured,QLD,"magpie reef, princess charlotte bay, cape york",-13.7333,143.8667,island open ocean,hammerhead shark ,,provoked,fishing,,,male,,
Nov,2020,injured,NSW,"town beach, port macquarie",-31.4295,152.9193,coastal,wobbegong,,unprovoked,boarding,,"hand, foot",male,13,
Dec,2020,injured,WA,"cable beach, broome",-17.9319,122.2081,coastal,bull shark,,unprovoked,boarding,,,male,,
Dec,2020,injured,SA,"d'estrees bay, kangaroo island",-35.9295,137.5966,island open ocean,white shark,,unprovoked,boarding,,,male,29,
Jan,2021,injured,NSW,lake macquarie,-33.0833,151.5833,river,bull shark,,unprovoked,swimming,,,male,,
Jan,2021,injured,WA,"melaleuca beach, cowaramup bay, gracetown",-33.864,114.9864,coastal,wobbegong,,unprovoked,swimming,,foot,female,46,
Jan,2021,injured,WA,"swan river, point walter reserve, bicton",-32.0117,115.7866,river,bull shark,,unprovoked,swimming,,,male,50,
Jan,2021,fatal,SA,port macdonnell,-38.0522,140.7018,coastal,white shark,,unprovoked,snorkeling,,,,,
Feb,2021,injured,WA,lancelin back beach,-31.034,115.3356,coastal,wobbegong,,unprovoked,boarding,,,male,32,
Mar,2021,uninjured,NSW,"cronulla beach, sydney",-34.0557,151.1551,coastal,wobbegong,,unprovoked,boarding,,,male,28,
Mar,2021,uninjured,WA,"deepene beach, elephant rock, hamelin bay",-34.2763,115.052,coastal,wobbegong,1,provoked,spearfishing,,,male,,
Mar,2021,injured,NSW,merimbula main beach,-36.8875,149.9059,coastal,,,unprovoked,swimming,,"torso, pelvic region",female,63,
Mar,2021,injured,WA,"sandy point, warroora station, coral bay",-23.325,113.791,coastal,bull shark,,provoked,spearfishing,,calf,male,,
Mar,2021,uninjured,WA,yallingup,-33.6397,115.0263,coastal,blacktip reef shark,2,unprovoked,boarding,,,male,,
Apr,2021,injured,WA,dampier boat ramp,-20.6564,116.7081,coastal,blacktip reef shark,0.8,unprovoked,swimming,,foot,male,33,
May,2021,injured,WA,quondong beach,-17.5804,122.1571,coastal,tiger shark,3,provoked,spearfishing,,"arm, hand",male,48,
May,2021,fatal,NSW,tuncurry beach,-32.1521,152.5053,coastal,white shark,4.5,unprovoked,boarding,,,male,,
Jun,2021,injured,WA,"five fingers reef, coral bay",-23.1423,113.7723,coastal,tiger shark,2,unprovoked,snorkelling,,foot,male,10,
Jun,2021,injured,WA,"gumtree bay, leeman",-29.9453,114.9824,coastal,white shark,4,provoked,spearfishing,,"calf, foot",male,25,
Jul,2021,injured,NSW,killick beach at crescent head,-31.1295,153.0011,coastal,white shark,,unprovoked,boarding,,arm,male,25,
Jul,2021,injured,WA,varanus island,-20.6517,115.5785,island open ocean,lemon shark,,provoked,motorised boating,,"leg, pelvic region",male,32,
Sep,2021,fatal,NSW,emerald beach,-30.1575,153.1502,coastal,white shark,,unprovoked,boarding,,arm,male,31,
Sep,2021,injured,NSW,"park beach, coffs harbour",-30.286,153.1364,coastal,wobbegong,,unprovoked,boarding,,foot,male,47,
Oct,2021,injured,QLD,"hook passage, whitsundays",-20.2665,148.8819,island open ocean,,,unprovoked,swimming,,leg,male,,
Oct,2021,injured,NSW,moonee beach,-30.2042,153.149,coastal,wobbegong,,unprovoked,boarding,,foot,male,37,
Nov,2021,fatal,WA,"port beach, fremantle",-32.0569,115.7439,coastal,white shark,,unprovoked,swimming,,,male,57,
Dec,2021,injured,VIC,"ocean grove beach, geelong",-38.2676,144.5067,coastal,,,unprovoked,,,torso,male,,
Dec,2021,injured,VIC,"ocean grove beach, geelong",-38.2676,144.5067,coastal,,,unprovoked,boarding,,"leg, hand",female,15,
Dec,2021,injured,QLD,"rocky island, yarrabah, far north queensland",-16.9062,145.8662,island open ocean,bull shark,,provoked,spearfishing,,leg,male,24,
Jan,2022,injured,NSW,hyams beach (seamans),-35.1011,150.6892,coastal,whaler shark,,unprovoked,swimming,,"leg, thigh",female,42,
Jan,2022,injured,NSW,"depot beach, batemans bay",-35.6288,150.323,coastal,wobbegong,,unprovoked,,,leg,,,
Jan,2022,injured,NSW,turimetta,-33.7,151.2999,coastal,wobbegong,,unprovoked,swimming,,foot,male,11,
Jan,2022,injured,WA,"whalers beach, albany",-35.0031,117.866,coastal,wobbegong,,unprovoked,snorkelling,,"leg, other: multiple bites",male,,
Feb,2022,fatal,NSW,"little bay, sydney",-30.883,153.083,coastal,white shark,4.5,unprovoked,swimming,below,,male,35,
Feb,2022,injured,QLD,"Redcliffe, Brisbane",-27.2333,153.2667,ocean/pelagic,tiger shark,3.5,unprovoked,other:floating,,leg,,,
Feb,2022,injured,WA,"wylie bay, esperance",-33.84848 ,121.9184,coastal,white shark,3.3,unprovoked,other:floating,,torso,female,20,
Feb,2022,injured,NSW,"shelley beach, manly",-33.8006,151.2982,coastal,wobbegong,,unprovoked,diving,,,,,
Mar,2022,injured,NSW,crowdy head beach,-32,152.7512,coastal,wobbegong,,unprovoked,swimming,,left leg,male,32,
Mar,2022,uninjured,NSW,"maroubra beach, sydney",-33.9516,151.2603,coastal,unknown,,unprovoked,boarding,,,male,47,
Mar,2022,uninjured,WA,"florida beach, mandurah",-32.5269,115.7217,coastal,white shark,,,,,,,,
Apr,2022,injured,TAS,"the quarry, coles bay",-42.1451,148.2805,coastal,seven gill shark ,2,provoked,spearfishing,,left leg,male,24,
May,2022,uninjured,WA,"matilda bay, swan river perth    ",-31.97889,115.8247,estuary/harbour,bull shark,2.5,provoked,other: hull scraping,"other: surf ski, paddle board",,male,20,
Jun,2022,injured,WA,"oyster stacks, exmouth    ",-22.1325,113.8769,island open ocean,unknown,2.5,unprovoked,snorkelling,,"arm, shoulder",female,50,
Aug,2022,injured,WA,"mistaken island, albany",-35.0627,117.9432,island open ocean,white shark,4.5,provoked,spearfishing,,leg; leg ,male,17,
Aug,2022,uninjured,NSW,coffs harbour,-30.2962,153.1139,coastal,white shark,,unprovoked,unmotorised boating,,,,,
